,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYP10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
706498,6,113,10101,1000,61130101011000,Block 1000,G5040,U,77068.0,U,S,0,193047,38.599494299999996,-121.5111058
705341,6,113,10101,1001,61130101011001,Block 1001,G5040,U,77068.0,U,S,299572,0,38.5944025,-121.510631
707123,6,113,10101,1002,61130101011002,Block 1002,G5040,U,77068.0,U,S,94725,0,38.6024796,-121.5200818
705449,6,113,10101,1003,61130101011003,Block 1003,G5040,U,77068.0,U,S,45467,0,38.6024643,-121.5242453
706187,6,113,10101,1004,61130101011004,Block 1004,G5040,U,77068.0,U,S,65791,0,38.597488299999995,-121.51387720000001
705591,6,113,10101,1005,61130101011005,Block 1005,G5040,U,77068.0,U,S,3530,0,38.598175,-121.51396559999999
704789,6,113,10101,1006,61130101011006,Block 1006,G5040,U,77068.0,U,S,560387,0,38.5988518,-121.52025649999999
706368,6,113,10101,1007,61130101011007,Block 1007,G5040,U,77068.0,U,S,19531,0,38.6010325,-121.51809779999999
705375,6,113,10101,1008,61130101011008,Block 1008,G5040,U,77068.0,U,S,16768,0,38.59754960000001,-121.5146311
704545,6,113,10101,1009,61130101011009,Block 1009,G5040,U,77068.0,U,S,39925,0,38.5923669,-121.5121375
705484,6,113,10101,1010,61130101011010,Block 1010,G5040,U,77068.0,U,S,16263,0,38.5890846,-121.5092395
705079,6,113,10101,1011,61130101011011,Block 1011,G5040,U,77068.0,U,S,1886,0,38.588030200000006,-121.50887379999999
705085,6,113,10101,1012,61130101011012,Block 1012,G5040,U,77068.0,U,S,18037,0,38.5905328,-121.51033899999999
705919,6,113,10101,1013,61130101011013,Block 1013,G5040,U,77068.0,U,S,17079,0,38.5903773,-121.50900729999998
705918,6,113,10101,1014,61130101011014,Block 1014,G5040,U,77068.0,U,S,17261,0,38.5893856,-121.5119087
705052,6,113,10101,1015,61130101011015,Block 1015,G5040,U,77068.0,U,S,11229,0,38.589443700000004,-121.51052450000002
705801,6,113,10101,1016,61130101011016,Block 1016,G5040,U,77068.0,U,S,5775,0,38.5888019,-121.5106341
705803,6,113,10101,1017,61130101011017,Block 1017,G5040,U,77068.0,U,S,16268,0,38.5879708,-121.51078629999999
704549,6,113,10101,1018,61130101011018,Block 1018,G5040,U,77068.0,U,S,16059,0,38.5881261,-121.5121346
707202,6,113,10101,1019,61130101011019,Block 1019,G5040,U,77068.0,U,S,14272,0,38.5877921,-121.509533
704550,6,113,10101,1020,61130101011020,Block 1020,G5040,U,77068.0,U,S,914,0,38.5871307,-121.50918440000001
706136,6,113,10101,1021,61130101011021,Block 1021,G5040,U,77068.0,U,S,34498,0,38.5966686,-121.52383429999999
704362,6,113,10101,2000,61130101012000,Block 2000,G5040,U,77068.0,U,S,72461,0,38.594927399999996,-121.5212926
704294,6,113,10101,2001,61130101012001,Block 2001,G5040,U,77068.0,U,S,23350,0,38.5959941,-121.52446840000002
704360,6,113,10101,2002,61130101012002,Block 2002,G5040,U,77068.0,U,S,21237,0,38.5952956,-121.5245773
705886,6,113,10101,2003,61130101012003,Block 2003,G5040,U,77068.0,U,S,21889,0,38.5945785,-121.52459280000001
706500,6,113,10101,2004,61130101012004,Block 2004,G5040,U,77068.0,U,S,28501,0,38.5920932,-121.52051780000001
704361,6,113,10101,2005,61130101012005,Block 2005,G5040,U,77068.0,U,S,27856,0,38.5921942,-121.52138909999998
706534,6,113,10101,2006,61130101012006,Block 2006,G5040,U,77068.0,U,S,26926,0,38.5922885,-121.5222395
705887,6,113,10101,2007,61130101012007,Block 2007,G5040,U,77068.0,U,S,28174,0,38.592375200000006,-121.5230982
706753,6,113,10101,2008,61130101012008,Block 2008,G5040,U,77068.0,U,S,28745,0,38.592489799999996,-121.5239812
705661,6,113,10101,2009,61130101012009,Block 2009,G5040,U,77068.0,U,S,29501,0,38.592693700000005,-121.5248749
706416,6,113,10101,2010,61130101012010,Block 2010,G5040,U,77068.0,U,S,28171,0,38.5926754,-121.52580060000001
707143,6,113,10101,3000,61130101013000,Block 3000,G5040,U,77068.0,U,S,28948,0,38.5943719,-121.5140203
704830,6,113,10101,3001,61130101013001,Block 3001,G5040,U,77068.0,U,S,124552,0,38.5939076,-121.5160939
705798,6,113,10101,3002,61130101013002,Block 3002,G5040,U,77068.0,U,S,25243,0,38.5927169,-121.5150331
705681,6,113,10101,3003,61130101013003,Block 3003,G5040,U,77068.0,U,S,23091,0,38.5919355,-121.51518329999999
706948,6,113,10101,3004,61130101013004,Block 3004,G5040,U,77068.0,U,S,21414,0,38.592507,-121.51946740000001
703769,6,113,10101,3005,61130101013005,Block 3005,G5040,U,77068.0,U,S,18866,0,38.592401200000005,-121.5185313
705799,6,113,10101,3006,61130101013006,Block 3006,G5040,U,77068.0,U,S,17264,0,38.592295,-121.5176922
706865,6,113,10101,3007,61130101013007,Block 3007,G5040,U,77068.0,U,S,12069,0,38.592208500000005,-121.5170147
704829,6,113,10101,3008,61130101013008,Block 3008,G5040,U,77068.0,U,S,20319,0,38.590118200000006,-121.5189989
705679,6,113,10101,3009,61130101013009,Block 3009,G5040,U,77068.0,U,S,24087,0,38.5902382,-121.51992790000001
706037,6,113,10101,3010,61130101013010,Block 3010,G5040,U,77068.0,U,S,98333,0,38.5899558,-121.52362649999999
705680,6,113,10101,3011,61130101013011,Block 3011,G5040,U,77068.0,U,S,19870,0,38.5899664,-121.5181733
706926,6,113,10101,3012,61130101013012,Block 3012,G5040,U,77068.0,U,S,45194,0,38.5896375,-121.516522
704828,6,113,10101,3013,61130101013013,Block 3013,G5040,U,77068.0,U,S,10213,0,38.5906426,-121.5162581
706333,6,113,10101,3014,61130101013014,Block 3014,G5040,U,77068.0,U,S,10335,0,38.5904555,-121.5146913
704833,6,113,10101,3015,61130101013015,Block 3015,G5040,U,77068.0,U,S,10727,0,38.5911214,-121.51454050000001
704546,6,113,10101,3016,61130101013016,Block 3016,G5040,U,77068.0,U,S,10598,0,38.59132,-121.51612050000001
705916,6,113,10101,3017,61130101013017,Block 3017,G5040,U,77068.0,U,S,19417,0,38.5895395,-121.51332690000001
703770,6,113,10101,3018,61130101013018,Block 3018,G5040,U,77068.0,U,S,16875,0,38.590838700000006,-121.513094
704832,6,113,10101,3019,61130101013019,Block 3019,G5040,U,77068.0,U,S,20215,0,38.5883071,-121.51570249999999
704602,6,113,10101,3020,61130101013020,Block 3020,G5040,U,77068.0,U,S,108418,0,38.588427100000004,-121.5207554
706417,6,113,10101,3021,61130101013021,Block 3021,G5040,U,77068.0,U,S,7585,0,38.5887497,-121.5193074
706868,6,113,10101,3022,61130101013022,Block 3022,G5040,U,77068.0,U,S,21732,0,38.5890631,-121.5154568
706866,6,113,10101,4000,61130101014000,Block 4000,G5040,U,77068.0,U,S,0,24026,38.585322,-121.507149
706332,6,113,10101,4001,61130101014001,Block 4001,G5040,U,77068.0,U,S,139658,0,38.583841299999996,-121.50941359999999
703771,6,113,10101,4002,61130101014002,Block 4002,G5040,U,77068.0,U,S,18713,0,38.5864501,-121.50968590000002
704836,6,113,10101,4003,61130101014003,Block 4003,G5040,U,77068.0,U,S,1240,0,38.5873239,-121.51093329999999
705802,6,113,10101,4004,61130101014004,Block 4004,G5040,U,77068.0,U,S,855,0,38.587472,-121.5121678
704837,6,113,10101,4005,61130101014005,Block 4005,G5040,U,77068.0,U,S,12456,0,38.584177600000004,-121.5115304
706031,6,113,10101,4006,61130101014006,Block 4006,G5040,U,77068.0,U,S,17634,0,38.5852723,-121.5113159
705804,6,113,10101,4007,61130101014007,Block 4007,G5040,U,77068.0,U,S,18717,0,38.5865936,-121.5110612
706869,6,113,10101,4008,61130101014008,Block 4008,G5040,U,77068.0,U,S,18136,0,38.586762799999995,-121.5124188
704548,6,113,10101,4009,61130101014009,Block 4009,G5040,U,77068.0,U,S,18362,0,38.5869255,-121.51376909999999
706418,6,113,10101,4010,61130101014010,Block 4010,G5040,U,77068.0,U,S,29067,0,38.5870615,-121.51580190000001
705662,6,113,10101,4011,61130101014011,Block 4011,G5040,U,77068.0,U,S,130316,0,38.587313200000004,-121.5226124
704547,6,113,10101,4012,61130101014012,Block 4012,G5040,U,77068.0,U,S,17613,0,38.5858281,-121.5154831
704831,6,113,10101,4013,61130101014013,Block 4013,G5040,U,77068.0,U,S,21412,0,38.5860088,-121.51699620000001
705889,6,113,10101,4014,61130101014014,Block 4014,G5040,U,77068.0,U,S,55123,0,38.5862908,-121.5201466
705271,6,113,10101,4015,61130101014015,Block 4015,G5040,U,77068.0,U,S,92566,0,38.584726399999994,-121.5203291
705663,6,113,10101,4016,61130101014016,Block 4016,G5040,U,77068.0,U,S,50086,0,38.5856528,-121.52471840000001
704834,6,113,10101,4017,61130101014017,Block 4017,G5040,U,77068.0,U,S,12908,0,38.584871299999996,-121.51708719999999
705892,6,113,10101,4018,61130101014018,Block 4018,G5040,U,77068.0,U,S,58922,0,38.583619899999995,-121.5160354
705800,6,113,10101,4019,61130101014019,Block 4019,G5040,U,77068.0,U,S,12846,0,38.5847135,-121.515702
705917,6,113,10101,4020,61130101014020,Block 4020,G5040,U,77068.0,U,S,12868,0,38.584536299999996,-121.5143047
707144,6,113,10101,4021,61130101014021,Block 4021,G5040,U,77068.0,U,S,18079,0,38.5856245,-121.51407309999999
704835,6,113,10101,4022,61130101014022,Block 4022,G5040,U,77068.0,U,S,17183,0,38.5854393,-121.512689
706870,6,113,10101,4023,61130101014023,Block 4023,G5040,U,77068.0,U,S,12376,0,38.5843416,-121.51291499999999
704838,6,113,10101,4024,61130101014024,Block 4024,G5040,U,77068.0,U,S,20398,0,38.5831403,-121.51318459999999
704551,6,113,10101,4025,61130101014025,Block 4025,G5040,U,77068.0,U,S,22986,0,38.5828697,-121.511889
705860,6,113,10101,4026,61130101014026,Block 4026,G5040,U,77068.0,U,S,0,30282,38.582246500000004,-121.50813000000001
704552,6,113,10101,4027,61130101014027,Block 4027,G5040,U,77068.0,U,S,611,0,38.5819028,-121.51144509999999
704839,6,113,10101,4028,61130101014028,Block 4028,G5040,U,77068.0,U,S,2831,0,38.5814441,-121.51099920000001
703719,6,113,10101,4029,61130101014029,Block 4029,G5040,U,77068.0,U,S,10342,0,38.58201939999999,-121.51303359999999
704605,6,113,10101,4030,61130101014030,Block 4030,G5040,U,77068.0,U,S,15614,0,38.5824932,-121.51535430000001
706335,6,113,10102,1000,61130101021000,Block 1000,G5040,R,,,S,0,1449780,38.7503116,-121.5950105
707080,6,113,10102,1001,61130101021001,Block 1001,G5040,R,,,S,7280374,0,38.761922799999994,-121.60896969999999
706479,6,113,10102,1002,61130101021002,Block 1002,G5040,R,,,S,4673930,0,38.7635047,-121.6257629
705082,6,113,10102,1003,61130101021003,Block 1003,G5040,R,,,S,0,3623,38.6732546,-121.6267048
705083,6,113,10102,1004,61130101021004,Block 1004,G5040,R,,,S,526,0,38.673224700000006,-121.6275926
706369,6,113,10102,1005,61130101021005,Block 1005,G5040,R,,,S,2689,0,38.673260299999995,-121.6283047
706039,6,113,10102,1006,61130101021006,Block 1006,G5040,R,,,S,11518,0,38.67433079999999,-121.6290535
703869,6,113,10102,1007,61130101021007,Block 1007,G5040,R,,,S,14857593,0,38.7208522,-121.6242106
705932,6,113,10102,1008,61130101021008,Block 1008,G5040,R,,,S,36540,0,38.732228799999994,-121.60607590000001
706577,6,113,10102,1009,61130101021009,Block 1009,G5040,R,,,S,0,52640,38.736963,-121.63456049999999
704173,6,113,10102,1010,61130101021010,Block 1010,G5040,R,,,S,0,142142,38.7248273,-121.63433059999998
706087,6,113,10102,1011,61130101021011,Block 1011,G5040,R,,,S,0,22030,38.708582299999996,-121.63869879999999
704172,6,113,10102,1012,61130101021012,Block 1012,G5040,R,,,S,681,0,38.7483997,-121.6339737
703812,6,113,10102,1013,61130101021013,Block 1013,G5040,R,,,S,76538,0,38.67632929999999,-121.6339508
705093,6,113,10102,1014,61130101021014,Block 1014,G5040,R,,,S,19188,0,38.6741614,-121.6298008
706787,6,113,10102,1015,61130101021015,Block 1015,G5040,R,,,S,330447,0,38.6748779,-121.6378341
704582,6,113,10102,1016,61130101021016,Block 1016,G5040,R,,,S,347,0,38.6744989,-121.63098059999999
706376,6,113,10102,1017,61130101021017,Block 1017,G5040,R,,,S,40882,0,38.6733134,-121.6360565
705489,6,113,10102,1018,61130101021018,Block 1018,G5040,R,,,S,0,76160,38.767224299999995,-121.6383979
705080,6,113,10102,1019,61130101021019,Block 1019,G5040,R,,,S,314035,0,38.7708397,-121.64159309999998
705017,6,113,10102,1020,61130101021020,Block 1020,G5040,R,,,S,0,64242,38.773604,-121.6474239
706480,6,113,10102,1021,61130101021021,Block 1021,G5040,R,,,S,6286351,0,38.6535815,-121.6280935
706481,6,113,10102,1022,61130101021022,Block 1022,G5040,R,,,S,309597,0,38.6589577,-121.6171331
705018,6,113,10102,1023,61130101021023,Block 1023,G5040,R,,,S,77101,0,38.6726653,-121.63329099999999
706137,6,113,10102,1024,61130101021024,Block 1024,G5040,R,,,S,12026,0,38.672900399999996,-121.6379875
704446,6,113,10102,1025,61130101021025,Block 1025,G5040,R,,,S,66536,0,38.6655451,-121.618901
706138,6,113,10102,1026,61130101021026,Block 1026,G5040,R,,,S,445845,0,38.6631691,-121.6215376
703944,6,113,10102,1027,61130101021027,Block 1027,G5040,R,,,S,1431162,0,38.6011451,-121.57182240000002
705777,6,113,10102,1028,61130101021028,Block 1028,G5040,R,,,S,179434,0,38.5929598,-121.5847607
703946,6,113,10102,1029,61130101021029,Block 1029,G5040,R,,,S,65257,0,38.5964887,-121.57836850000001
705307,6,113,10102,1030,61130101021030,Block 1030,G5040,R,,,S,12086792,0,38.62795070000001,-121.5932868
704075,6,113,10102,1031,61130101021031,Block 1031,G5040,R,,,S,4757648,0,38.6348234,-121.57520790000001
705931,6,113,10102,1032,61130101021032,Block 1032,G5040,R,,,S,103182,0,38.656487899999995,-121.60845049999999
