,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYP10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
582113,6,85,500100,1000,60855001001000,Block 1000,G5040,U,79039.0,U,S,29019,0,37.36245,-121.89250659999999
579865,6,85,500100,1001,60855001001001,Block 1001,G5040,U,79039.0,U,S,54620,0,37.36210820000001,-121.8944332
594445,6,85,500100,1002,60855001001002,Block 1002,G5040,U,79039.0,U,S,34468,0,37.362238,-121.896491
586996,6,85,500100,1003,60855001001003,Block 1003,G5040,U,79039.0,U,S,152355,0,37.3621073,-121.90088300000001
582114,6,85,500100,1004,60855001001004,Block 1004,G5040,U,79039.0,U,S,39250,0,37.3608715,-121.9017642
594444,6,85,500100,1005,60855001001005,Block 1005,G5040,U,79039.0,U,S,12549,0,37.3605028,-121.89339720000001
589538,6,85,500100,1006,60855001001006,Block 1006,G5040,U,79039.0,U,S,25569,0,37.360832099999996,-121.89188030000001
595440,6,85,500100,1007,60855001001007,Block 1007,G5040,U,79039.0,U,S,11467,0,37.359930600000006,-121.89460009999999
589045,6,85,500100,1008,60855001001008,Block 1008,G5040,U,79039.0,U,S,12799,0,37.36116320000001,-121.8952435
586995,6,85,500100,1009,60855001001009,Block 1009,G5040,U,79039.0,U,S,172243,0,37.3593245,-121.8971331
579864,6,85,500100,1010,60855001001010,Block 1010,G5040,U,79039.0,U,S,30194,0,37.3596515,-121.90083200000001
586993,6,85,500100,1011,60855001001011,Block 1011,G5040,U,79039.0,U,S,7049,0,37.3583505,-121.89448229999999
586994,6,85,500100,1012,60855001001012,Block 1012,G5040,U,79039.0,U,S,10932,0,37.359200200000004,-121.89404950000001
579863,6,85,500100,1013,60855001001013,Block 1013,G5040,U,79039.0,U,S,11933,0,37.3597689,-121.8928496
597133,6,85,500100,1014,60855001001014,Block 1014,G5040,U,79039.0,U,S,27565,0,37.35898529999999,-121.89255049999998
589539,6,85,500100,1015,60855001001015,Block 1015,G5040,U,79039.0,U,S,40626,0,37.3583789,-121.8999625
595439,6,85,500100,1016,60855001001016,Block 1016,G5040,U,79039.0,U,S,36084,0,37.3581572,-121.9019379
594443,6,85,500100,1017,60855001001017,Block 1017,G5040,U,79039.0,U,S,25527,0,37.3560195,-121.90034729999999
586992,6,85,500100,1018,60855001001018,Block 1018,G5040,U,79039.0,U,S,25496,0,37.356533899999995,-121.899266
582112,6,85,500100,1019,60855001001019,Block 1019,G5040,U,79039.0,U,S,24816,0,37.3570414,-121.89820290000002
582111,6,85,500100,2000,60855001002000,Block 2000,G5040,U,79039.0,U,S,1047,0,37.3622262,-121.8860418
584686,6,85,500100,2001,60855001002001,Block 2001,G5040,U,79039.0,U,S,41443,0,37.3622219,-121.88957309999999
594442,6,85,500100,2002,60855001002002,Block 2002,G5040,U,79039.0,U,S,3236,0,37.3619476,-121.88854199999999
591701,6,85,500100,2003,60855001002003,Block 2003,G5040,U,79039.0,U,S,3011,0,37.361782899999994,-121.8897774
599101,6,85,500100,2004,60855001002004,Block 2004,G5040,U,79039.0,U,S,3717,0,37.362041,-121.89060409999999
599100,6,85,500100,2005,60855001002005,Block 2005,G5040,U,79039.0,U,S,6602,0,37.360542200000005,-121.8906892
579862,6,85,500100,2006,60855001002006,Block 2006,G5040,U,79039.0,U,S,9668,0,37.36128239999999,-121.88973259999999
586991,6,85,500100,2007,60855001002007,Block 2007,G5040,U,79039.0,U,S,10182,0,37.360817100000006,-121.888912
594441,6,85,500100,2008,60855001002008,Block 2008,G5040,U,79039.0,U,S,12523,0,37.361341100000004,-121.8880429
595438,6,85,500100,2009,60855001002009,Block 2009,G5040,U,79039.0,U,S,14054,0,37.3617642,-121.8870115
579861,6,85,500100,2010,60855001002010,Block 2010,G5040,U,79039.0,U,S,27609,0,37.3606978,-121.88503610000001
600480,6,85,500100,2011,60855001002011,Block 2011,G5040,U,79039.0,U,S,26675,0,37.3602101,-121.8859368
595437,6,85,500100,2012,60855001002012,Block 2012,G5040,U,79039.0,U,S,13605,0,37.3603014,-121.8872808
600479,6,85,500100,2013,60855001002013,Block 2013,G5040,U,79039.0,U,S,13126,0,37.359854799999994,-121.8882138
597132,6,85,500100,2014,60855001002014,Block 2014,G5040,U,79039.0,U,S,13340,0,37.359415399999996,-121.88913970000002
594440,6,85,500100,2015,60855001002015,Block 2015,G5040,U,79039.0,U,S,8201,0,37.3602921,-121.88976880000001
595436,6,85,500100,2016,60855001002016,Block 2016,G5040,U,79039.0,U,S,5447,0,37.3597989,-121.89057520000001
600478,6,85,500100,2017,60855001002017,Block 2017,G5040,U,79039.0,U,S,13293,0,37.358969200000004,-121.8900697
601123,6,85,500100,2018,60855001002018,Block 2018,G5040,U,79039.0,U,S,13287,0,37.35790120000001,-121.8892739
599474,6,85,500100,2019,60855001002019,Block 2019,G5040,U,79039.0,U,S,13324,0,37.3583441,-121.88833989999999
593256,6,85,500100,2020,60855001002020,Block 2020,G5040,U,79039.0,U,S,13272,0,37.3587893,-121.8874064
584685,6,85,500100,2021,60855001002021,Block 2021,G5040,U,79039.0,U,S,13309,0,37.3592317,-121.8864737
582110,6,85,500100,3000,60855001003000,Block 3000,G5040,U,79039.0,U,S,41959,0,37.3607489,-121.87845690000002
595434,6,85,500100,3001,60855001003001,Block 3001,G5040,U,79039.0,U,S,11990,0,37.361342900000004,-121.8816294
595435,6,85,500100,3002,60855001003002,Block 3002,G5040,U,79039.0,U,S,40785,0,37.3610611,-121.8835493
589537,6,85,500100,3003,60855001003003,Block 3003,G5040,U,79039.0,U,S,51798,0,37.360091499999996,-121.88019990000001
595433,6,85,500100,3004,60855001003004,Block 3004,G5040,U,79039.0,U,S,27405,0,37.359381899999995,-121.8815473
595432,6,85,500100,3005,60855001003005,Block 3005,G5040,U,79039.0,U,S,26055,0,37.3589731,-121.88250249999999
579860,6,85,500100,3006,60855001003006,Block 3006,G5040,U,79039.0,U,S,26572,0,37.3585126,-121.8834071
