,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYP10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
325107,6,57,102,1000,60570001021000,Block 1000,G5040,U,34597.0,C,S,305075,0,39.1402312,-121.046098
324712,6,57,102,1001,60570001021001,Block 1001,G5040,U,34597.0,C,S,46876,0,39.1413793,-121.0497571
325987,6,57,102,1002,60570001021002,Block 1002,G5040,U,34597.0,C,S,324212,27218,39.1355037,-121.05173319999999
325958,6,57,102,1003,60570001021003,Block 1003,G5040,U,34597.0,C,S,128579,0,39.1397701,-121.0535395
326450,6,57,102,1004,60570001021004,Block 1004,G5040,U,34597.0,C,S,40219,0,39.13896210000001,-121.0512229
326575,6,57,102,1005,60570001021005,Block 1005,G5040,U,34597.0,C,S,588969,0,39.1317519,-121.0530145
325820,6,57,102,1006,60570001021006,Block 1006,G5040,U,34597.0,C,S,1984,0,39.134784100000005,-121.04811480000001
326666,6,57,102,1007,60570001021007,Block 1007,G5040,U,34597.0,C,S,19127,0,39.134932,-121.0466581
326271,6,57,102,1008,60570001021008,Block 1008,G5040,U,34597.0,C,S,2529,0,39.1348289,-121.04780749999999
327132,6,57,102,1009,60570001021009,Block 1009,G5040,U,34597.0,C,S,460874,0,39.1275604,-121.04936310000001
322732,6,57,102,1010,60570001021010,Block 1010,G5040,U,34597.0,C,S,37514,0,39.1293648,-121.0517481
323108,6,57,102,1011,60570001021011,Block 1011,G5040,U,34597.0,C,S,35360,0,39.1247989,-121.04997809999999
326804,6,57,102,1012,60570001021012,Block 1012,G5040,U,34597.0,C,S,256484,0,39.123881,-121.0575679
326877,6,57,102,1013,60570001021013,Block 1013,G5040,U,34597.0,C,S,87729,0,39.1231786,-121.056124
326401,6,57,102,1014,60570001021014,Block 1014,G5040,U,34597.0,C,S,43970,0,39.12168079999999,-121.06123500000001
323448,6,57,102,1015,60570001021015,Block 1015,G5040,U,34597.0,C,S,5468,0,39.1231709,-121.05187020000001
325271,6,57,102,1016,60570001021016,Block 1016,G5040,U,34597.0,C,S,52831,0,39.1203915,-121.0569462
323614,6,57,102,1017,60570001021017,Block 1017,G5040,U,34597.0,C,S,18476,0,39.120525,-121.0557368
