,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYP10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
637354,6,95,250103,1000,60952501031000,Block 1000,G5040,U,90028.0,U,S,88294,0,38.1183034,-122.229799
630789,6,95,250103,1001,60952501031001,Block 1001,G5040,U,90028.0,U,S,13251,0,38.1115561,-122.22823729999999
639877,6,95,250103,1002,60952501031002,Block 1002,G5040,U,90028.0,U,S,56705,0,38.1194717,-122.2288406
633419,6,95,250103,1003,60952501031003,Block 1003,G5040,U,90028.0,U,S,3720,0,38.1223486,-122.2276416
637347,6,95,250103,1004,60952501031004,Block 1004,G5040,U,90028.0,U,S,12205,0,38.123041,-122.2293055
639203,6,95,250103,1005,60952501031005,Block 1005,G5040,U,90028.0,U,S,721,0,38.1096559,-122.22914920000001
639555,6,95,250103,1006,60952501031006,Block 1006,G5040,U,90028.0,U,S,10965,0,38.110423600000004,-122.2289826
631419,6,95,250103,1007,60952501031007,Block 1007,G5040,U,90028.0,U,S,25490,0,38.110705200000005,-122.22743090000002
635046,6,95,250103,1008,60952501031008,Block 1008,G5040,U,90028.0,U,S,3498,0,38.109933399999996,-122.2279507
638180,6,95,250103,1009,60952501031009,Block 1009,G5040,U,90028.0,U,S,175474,0,38.114512899999994,-122.22743770000001
631436,6,95,250103,1010,60952501031010,Block 1010,G5040,U,90028.0,U,S,22961,0,38.1127247,-122.2259154
635785,6,95,250103,1011,60952501031011,Block 1011,G5040,U,90028.0,U,S,20570,0,38.115660999999996,-122.22572520000001
631124,6,95,250103,1012,60952501031012,Block 1012,G5040,U,90028.0,U,S,7749,0,38.1152517,-122.22636570000002
639702,6,95,250103,1013,60952501031013,Block 1013,G5040,U,90028.0,U,S,14104,0,38.110629700000004,-122.2257473
637593,6,95,250103,1014,60952501031014,Block 1014,G5040,U,90028.0,U,S,13740,0,38.1112576,-122.22577859999998
639701,6,95,250103,1015,60952501031015,Block 1015,G5040,U,90028.0,U,S,14549,0,38.111889399999995,-122.2258432
635062,6,95,250103,1016,60952501031016,Block 1016,G5040,U,90028.0,U,S,62389,0,38.1108688,-122.22265970000001
631128,6,95,250103,1017,60952501031017,Block 1017,G5040,U,90028.0,U,S,10405,0,38.1106792,-122.22377709999999
635063,6,95,250103,1018,60952501031018,Block 1018,G5040,U,90028.0,U,S,10292,0,38.111312100000006,-122.22380249999999
639703,6,95,250103,1019,60952501031019,Block 1019,G5040,U,90028.0,U,S,12761,0,38.10998789999999,-122.2255688
636375,6,95,250103,1020,60952501031020,Block 1020,G5040,U,90028.0,U,S,2421,0,38.1099458,-122.2284753
631134,6,95,250103,2000,60952501032000,Block 2000,G5040,U,90028.0,U,S,528283,1216,38.1193636,-122.2197098
630726,6,95,250103,2001,60952501032001,Block 2001,G5040,U,90028.0,U,S,15476,0,38.1177973,-122.2192352
638731,6,95,250103,2002,60952501032002,Block 2002,G5040,U,90028.0,U,S,8671,0,38.1181475,-122.2202736
634597,6,95,250103,2003,60952501032003,Block 2003,G5040,U,90028.0,U,S,24573,0,38.1208384,-122.2147587
632785,6,95,250103,2004,60952501032004,Block 2004,G5040,U,90028.0,U,S,8057,0,38.1221891,-122.2239116
631059,6,95,250103,2005,60952501032005,Block 2005,G5040,U,90028.0,U,S,258719,0,38.1212365,-122.22675579999999
630491,6,95,250103,2006,60952501032006,Block 2006,G5040,U,90028.0,U,S,18599,0,38.119023600000006,-122.2250011
638975,6,95,250103,2007,60952501032007,Block 2007,G5040,U,90028.0,U,S,24666,0,38.121632399999996,-122.21505829999998
633770,6,95,250103,3000,60952501033000,Block 3000,G5040,U,90028.0,U,S,135946,0,38.1154864,-122.21736999999999
637355,6,95,250103,3001,60952501033001,Block 3001,G5040,U,90028.0,U,S,29810,0,38.116743799999995,-122.2200949
632847,6,95,250103,3002,60952501033002,Block 3002,G5040,U,90028.0,U,S,31609,0,38.116468499999996,-122.2216027
635789,6,95,250103,3003,60952501033003,Block 3003,G5040,U,90028.0,U,S,63892,0,38.1108298,-122.21857460000001
